match_id,source_id,canonical_item_id,deck,hebrew,italian,match_type,match_confidence,context_excerpt,review_status
streetwise_match_55c7e55de2a2bae8,streetwise_episode_3be5ef6f19581e17,cclex_de34236689013d20,Blue,להקפיץ,saltare; rimbalzare; oscillare,exact_lexical_entry,high,The Hebrew word להקפיץ means to cause something to jump. But how else can we use it?,draft_unverified
streetwise_match_0d017425d018c282,streetwise_episode_3be5ef6f19581e17,cclex_835d0e65fe5e6216,Lime,אתה יודע,tu (m.) - presente di sapere / conoscere,normalized_hebrew_phrase,medium,...ק על הברכיים להקפיץ את הרגל מוזיקה מקפיצה שירים מקפיצים וואו הקפצת אותי הקפיץ לי את הפיוז אתה יודע מה הקפיץ אותי להקפיץ מישהו לאנשהו יש מצב שאת מקפיצה אותי לתחנה אתה יכול להקפיץ לי את,draft_unverified
streetwise_match_5a48abac33ec27fc,streetwise_episode_284d7d464fb3a298,cclex_36aa99b0f0131c95,Blue,לקפוץ,saltare; balzare,exact_lexical_entry,high,"The Hebrew word לקפוץ means to jump. But its root has many more uses than just that. For instance, there's a common phrase that's used to describe the actions of a person who has n",draft_unverified
streetwise_match_98957d223f48cebb,streetwise_episode_231ad6101a1b0924,cclex_26a1fc5d470207be,Blue,לארח,ospitare; alloggiare,exact_lexical_entry,high,Le'arech – To host – לארח,draft_unverified
streetwise_match_e796139df7154cdc,streetwise_episode_231ad6101a1b0924,cclex_e4ff23581a3ec2d1,Blue,להתארח,essere ospitato; alloggiare,exact_lexical_entry,high,Lehit'arech – To be hosted – להתארח,draft_unverified
streetwise_unmatched_e8a71d3f40a27dda,streetwise_episode_9f54748f65b2225a,,,,,unmatched_hebrew_page,low,"The Hebrew word אסור means forbidden, must not. Its root, אסר, provides us all sorts of ways to say, ""we shouldn't do that."" So let's try to follow the rules because otherwise we m",source_only
streetwise_match_5cc093372eab003d,streetwise_episode_b8aee070b6a575e5,cclex_370c0373a7a42575,Dark Green,מותר,essere permesso,exact_lexical_entry,high,"Israelis google lots of questions with the word מותר. To whom are they turning for answers? Doctors, experts, rabbis and others knowledgeable people. They want to know what's allow",draft_unverified
streetwise_match_ace89aa74c723141,streetwise_episode_0a975ace4f7b4869,cclex_942e69bf4e6d75e1,Dark Green,לתאר את,descrivere,normalized_hebrew_phrase,medium,לתאר לתאר את יפה שקשה לתאר לתאר אין לי מילים לתאר לך לא אין לתאר תתארו לכם עולם יפה אני מתאר מתארת לעצ...,draft_unverified
streetwise_unmatched_8ccf152d8ccf349d,streetwise_episode_d5370be1534d5978,,,,,unmatched_hebrew_page,low,"Nora – Terrible, horrible, awful – נורא",source_only
streetwise_unmatched_4c8b77f2cd29db81,streetwise_episode_42bf1b3b0344e9bf,,,,,unmatched_hebrew_page,low,"I need to make some בירורים, inquiries about someone, לברר a few things about him. This is Guy's second episode dedicated to the root",source_only
streetwise_match_d6aaa1ee76a65e9c,streetwise_episode_9cada8b6d2051ba1,cclex_b0e92e7ea9429ef7,Red,ברור,chiaro,exact_lexical_entry,high,"Barur – Clear, clearly, of course – ברור",draft_unverified
streetwise_match_3ba70e700f250212,streetwise_episode_9cada8b6d2051ba1,cclex_5c2013d5afdcd343,Dark Green,ברור,chiaro,exact_lexical_entry,high,"Barur – Clear, clearly, of course – ברור",draft_unverified
streetwise_unmatched_96c86a56eb0e3855,streetwise_episode_6e7b80e2fa035de4,,,,,unmatched_hebrew_page,low,"to Hebrew? Well, it depends on the context. Guy explains when we can use נעים and when we must opt for a more appropriate Hebrew word.",source_only
streetwise_match_27b5f4683d921f3e,streetwise_episode_ec711a42e35a7aa0,cclex_2054bd4bdbf1da0a,Dark Green,מוצר,prodotto,exact_lexical_entry,high,Mutsar – Product – מוצר,draft_unverified
streetwise_match_308b5a526fcfccfc,streetwise_episode_f5882b06863d1476,cclex_afae7779256e37b6,Dark Green,ליצור,creare,exact_lexical_entry,high,"Litsor – To create, make, produce – ליצור",draft_unverified
streetwise_match_3ea139fc0a8d7a02,streetwise_episode_f5882b06863d1476,cclex_8934a4df4fe1edae,Turquoise,ליצור,creare,exact_lexical_entry,high,"Litsor – To create, make, produce – ליצור",draft_unverified
streetwise_match_bcb4197120a1a5b7,streetwise_episode_f5882b06863d1476,cclex_c502bb6cf453f486,Indigo,יצירה,creazione / opera,exact_lexical_entry,high,"Yetsira – Creation, piece, work – יצירה",draft_unverified
streetwise_match_19dcaac9cfa4ddeb,streetwise_episode_f5882b06863d1476,cclex_b92cd3c2ef48abef,Indigo,יצירתיות,creatività,exact_lexical_entry,high,Creativity – Yetsiratiyoot – יצירתיות,draft_unverified
streetwise_unmatched_4e5e276035a983d1,streetwise_episode_7aca1ae9c100bded,,,,,unmatched_hebrew_page,low,"An Argentinean architect listener of the podcast wrote to say that we had to do an episode about the word לבנות (livnot), which means to build. We don't have it in us to tear down ",source_only
streetwise_unmatched_1ca71dcb4cae9e28,streetwise_episode_4d44172c40a97be5,,,,,unmatched_hebrew_page,low,How do we congratulate a friend who closed on a new house? How about someone who just landed a new job? New partner? Today Guy explains תתחדש.,source_only
streetwise_unmatched_6f78e61605fb734b,streetwise_episode_8642aff042e3427e,,,,,unmatched_hebrew_page,low,"Ani mekorar, mekoreret – I have a cold – אני מקורר, אני מקוררת",source_only
streetwise_match_658a8999e4cc9372,streetwise_episode_558f1b6e5e76aab4,cclex_61e9f8bfae113de4,Red,יום שישי,venerdì,normalized_hebrew_phrase,medium,...תמול סיכמנו שהכל שטויות אבל סיכמנו אז אנחנו מסכמים על שקל אז אנחנו מסכמים שאתה מסיים לפני יום שישי אל תכלאוני בשום כלוב אל תסכמו אותי בוויקיפדיה לסכם שיעור מסכם מסכמת סיכומי שיעור סיכ,draft_unverified
streetwise_match_10661ff6f6ef443d,streetwise_episode_558f1b6e5e76aab4,cclex_ab491df48994e40c,Lime,אני רואה,io (m.) - presente di vedere,normalized_hebrew_phrase,medium,...לכלה סיכום שנתי במוסיקה סכום סכומים אתה צריך לשלם סכום של שקל משחק סכום אפס הסכום המדוייק אני רואה שנכנסו לך כמה סכומים גדולים קצת גדול עליי הסכום הזה זה סכום סכום סוכם אז סוכם ש על כ,draft_unverified
streetwise_match_76c2821b65e77f9d,streetwise_episode_3351ba8b5f14130d,cclex_2f1fa2ab4faddaa5,Lime,אני רוצה,io (m.) - presente di volere,normalized_hebrew_phrase,medium,...לי פה ב בקשה לא צריך לעצור לפניו לעצור עוצרים עצור עצור עצור רגע לא הבנתי תעצרו את העולם אני רוצה לרדת עצרו תעצרו עצרי תעצרי לעצור המשטרה עצרה חשוד מעצר מעצרים עצירה השוטרים עצרו חשוד,draft_unverified
streetwise_match_6b1f6faaebd79ea1,streetwise_episode_3351ba8b5f14130d,cclex_ce52b39fb9e869ac,Dark Green,לעצור,fermarsi; fermare,exact_lexical_entry,high,Laatsor – To stop – לעצור,draft_unverified
streetwise_match_a4c7fe18e445a9ea,streetwise_episode_3351ba8b5f14130d,cclex_02997554ae317260,Dark Green,...לעצור את,arrestare,normalized_hebrew_phrase,medium,...ר המשטרה עצרה חשוד מעצר מעצרים עצירה השוטרים עצרו חשוד החשוד נעצר עצירות עוצר עצור חייבים לעצור את זה,draft_unverified
streetwise_unmatched_9336d31832579fc5,streetwise_episode_0fb6a86224fae393,,,,,unmatched_hebrew_page,low,"In Hebrew, עין הרע means the Evil Eye. There are folks here in Israel who perform ceremonies to get rid of עין הרע. On this episode, Guy explains the word רע (ra), and also discuss",source_only
streetwise_unmatched_ac806918924a2991,streetwise_episode_a13fcf962b54f21a,,,,,unmatched_hebrew_page,low,"The Hebrew word טוב means good. How would we use טוב when speaking to a well-behaving female dog? How about a male dog? The difference, as it turns out, is more than just changing ",source_only
streetwise_match_3f94b2fb2cb37ae5,streetwise_episode_e9eaaae586857408,cclex_d4fe96f4413cf78d,Lime,אישור,approvazione / conferma,exact_lexical_entry,high,"The Hebrew word אישור can mean to ""green light"" a new project. So what does a friend request on social media have to do with it? Guy explains.",draft_unverified
streetwise_match_1e8a7a2b59881b78,streetwise_episode_cd084e46370c16e0,cclex_34e4398f799de88b,Red,כלום,niente,exact_lexical_entry,high,"Does it make sense to dedicate an entire podcast episode to… nothing? Yes, yes it does! The word כלום, which means ""nothing,"" often comes in the form of a double negative. Guy expl",draft_unverified
streetwise_unmatched_94f506863d68a203,streetwise_episode_30353206e4de9e8d,,,,,unmatched_hebrew_page,low,"Every so often, Israeli tax authorities launch a public campaign targeting tax evaders. So how do we say in Hebrew evaders, evade, evasion, and other goodies from root עלמ in the h",source_only
streetwise_match_dae68a7ec4a533ff,streetwise_episode_421ff8c6aee8bf73,cclex_1df9542be12be45c,Blue,נעלם,scomparso; sparito,exact_lexical_entry,high,"The word נעלם means 'disappeared' or 'is missing.' In hitpael, the meaning becomes 'to ignore,' useful when you need to ignore someone, some thing, or more specifically in our case",draft_unverified
streetwise_match_5ab1b5241a33b034,streetwise_episode_421ff8c6aee8bf73,cclex_5e0a07d4a22c57a3,Green,מערכת יחסים,relazione,normalized_hebrew_phrase,medium,...עלם תתעלמי תתעלמו תתעלם ממנו סורי שלחתי בטעות תתעלם תתעלמי תתעלמו נהג אל תתעלם מהולך הרגל מערכת יחסים אלימה ומסוכנת אל תתעלמי אל תתעלמי מהסימנים,draft_unverified
streetwise_match_9494fd7e6ce169e0,streetwise_episode_593fcf2810144793,cclex_1df9542be12be45c,Blue,נעלם,scomparso; sparito,exact_lexical_entry,high,"The Hebrew word נעלם means 'disappeared' or 'is missing,' and in order to use it in different contexts, you'll need to know how to conjugate it. Also, what can science tell us abou",draft_unverified
streetwise_match_dadb881aac6407bb,streetwise_episode_593fcf2810144793,cclex_6b6091c6a1537393,Dark Green,להיעלם,sparire,exact_lexical_entry,high,Le-he-a-lem – To disappear – להיעלם,draft_unverified
streetwise_match_23134ed4897be55b,streetwise_episode_593fcf2810144793,cclex_5d5167f2adfc8167,Turquoise,להיעלם,sparire,exact_lexical_entry,high,Le-he-a-lem – To disappear – להיעלם,draft_unverified
streetwise_match_7f189092690f9bea,streetwise_episode_fb84b7b1a74aff38,cclex_3a25c80dc5c2cde9,Orange,לנסוע,viaggiare,exact_lexical_entry,high,Linso'a – To travel – לנסוע,draft_unverified
streetwise_match_32e5222fc2935502,streetwise_episode_fb84b7b1a74aff38,cclex_f2fcc08c43e79c18,Dark Green,לנסוע,viaggiare,exact_lexical_entry,high,Linso'a – To travel – לנסוע,draft_unverified
streetwise_match_11403f08d3de9424,streetwise_episode_4d050df7b992e21f,cclex_03f4fef97c4e813b,Turquoise,יקום,universe,exact_lexical_entry,high,Yekum – Universe – יקום,draft_unverified
streetwise_match_75a8d5363c1fa2c5,streetwise_episode_4d050df7b992e21f,cclex_7e7dccdba5760de7,Purple,הארה,risveglio (m.); epifania; illuminazione (f.),exact_lexical_entry,high,He-ara – Enlightenment – הארה,draft_unverified
streetwise_match_40e091ef86c99e64,streetwise_episode_4d050df7b992e21f,cclex_912f1d4523082738,Purple,הארה,epifania; illuminazione (f.),exact_lexical_entry,high,He-ara – Enlightenment – הארה,draft_unverified
streetwise_match_c3ea1bec827ced78,streetwise_episode_9c9a8a56df88e61e,cclex_ad89616d564f671a,Lime,לחזור,ripetere / tornare (infinito),exact_lexical_entry,high,Lachzor – To go back – לחזור,draft_unverified
streetwise_match_75c0a49bb2587fe0,streetwise_episode_9c9a8a56df88e61e,cclex_3784a5a909291be2,Dark Green,לחזור,tornare,exact_lexical_entry,high,Lachzor – To go back – לחזור,draft_unverified
streetwise_match_249b0404f59c3a58,streetwise_episode_a9cadb992a746fa7,cclex_88cecff3c8475463,Purple,נגיעה,un pizzico / un goccio,exact_lexical_entry,high,Negi'ah – Touching – נגיעה,draft_unverified
streetwise_match_098acb633ac761bc,streetwise_episode_8162e58625a8fbf6,cclex_f067e6a54972e796,Lime,להצליח,riuscire,exact_lexical_entry,high,Lehatsliach (Hif'il) – To succeed – להצליח,draft_unverified
streetwise_match_ca1df45622b36a9d,streetwise_episode_8162e58625a8fbf6,cclex_5090abc8136abf3d,Dark Green,להצליח,riuscire; avere successo,exact_lexical_entry,high,Lehatsliach (Hif'il) – To succeed – להצליח,draft_unverified
streetwise_match_a4d861ad5a7389c0,streetwise_episode_982fd5df4476c6cd,cclex_42e078075baeb886,Lime,לשנות את,cambiare,normalized_hebrew_phrase,medium,...צליח אמן שתצליחי אמן הלוואי שתצליח להצליח בגדול אלף כבאים לא יצליחו לכבות אותי איך תצליחי לשנות את עצמך אם את רואה שאת לא מצליחה להגיע לא חשוב אתה בטוח שתצליח איך להצליח בריצות ארוכות,draft_unverified
streetwise_match_d803a09fef4a34fa,streetwise_episode_982fd5df4476c6cd,cclex_f067e6a54972e796,Lime,להצליח,riuscire,exact_lexical_entry,high,The Hebrew word להצליח means,draft_unverified
streetwise_match_681f953ddec4f5f9,streetwise_episode_982fd5df4476c6cd,cclex_5090abc8136abf3d,Dark Green,להצליח,riuscire; avere successo,exact_lexical_entry,high,The Hebrew word להצליח means,draft_unverified
streetwise_match_217192cec9128077,streetwise_episode_982fd5df4476c6cd,cclex_c1e467f601f6f40c,Indigo,לשנות את,cambiare,normalized_hebrew_phrase,medium,...צליח אמן שתצליחי אמן הלוואי שתצליח להצליח בגדול אלף כבאים לא יצליחו לכבות אותי איך תצליחי לשנות את עצמך אם את רואה שאת לא מצליחה להגיע לא חשוב אתה בטוח שתצליח איך להצליח בריצות ארוכות,draft_unverified
streetwise_match_312cb285efa3ea76,streetwise_episode_10bfe2d099052dba,cclex_82ad9d0543b88cda,Yellow,מזגן,aria condizionata,exact_lexical_entry,high,"Nothing pairs better with a hot and humid Israeli summer than מזגן, air conditioning. So what should we say to the taxi driver who's got all the windows rolled down? And why did th",draft_unverified
streetwise_match_262e4db17e25e729,streetwise_episode_52ccecf1da1034e0,cclex_8c5b43e0c5976483,Red,עוד לא,non ancora,normalized_hebrew_phrase,medium,...ה הפרי הבשיל האדים הלבין השמין בשל קבלו טיפ קליפת אבוקדו בשל תמיד תהיה מבריקה פרי בשל הוא עוד לא בשל לתפקיד לא הבשילו התנאים מבשלה מבשלת בירה תבשיל,draft_unverified
streetwise_match_936c16df844a1802,streetwise_episode_2c4c1753a091de69,cclex_af53cba0d16a4aa0,Orange,לבשל,cucinare,exact_lexical_entry,high,Levashel – To cook – לבשל,draft_unverified
streetwise_match_340822c172f6ffa4,streetwise_episode_2c4c1753a091de69,cclex_8ea781a91fe736c0,Pink,לבשל,cucinare,exact_lexical_entry,high,Levashel – To cook – לבשל,draft_unverified
streetwise_match_0734df7bf77cd195,streetwise_episode_2c4c1753a091de69,cclex_b5da48246368f7ee,Lime,לבשל,cucinare,exact_lexical_entry,high,Levashel – To cook – לבשל,draft_unverified
streetwise_unmatched_98a3170e403f972c,streetwise_episode_19eda6336ccba6ae,,,,,unmatched_hebrew_page,low,The Hebrew word העברה (,source_only
streetwise_match_eeb18174204aee78,streetwise_episode_9f2d536a47c4892c,cclex_f3a9a3d796e2c203,Red,בוקר טוב,buongiorno,normalized_hebrew_phrase,medium,...זה פשוט סיוט להעביר את הזמן הוא סתם מעביר את כל היום מול המחשב זה רק הרגל ישן שמעביר לי ת בוקר טוב תעביר תעבירי אותי למנהל בבקשה אל תעבירו לי שיחות תעבירו הוא לא העביר אותי היא לא העב,draft_unverified
streetwise_match_2375273ecf3a1ea9,streetwise_episode_b5e912c1e3d6b2f6,cclex_8c5b43e0c5976483,Red,עוד לא,non ancora,normalized_hebrew_phrase,medium,...ים היא עוברת לתל אביב לעבור אצל מישהו תעבור אצלי היום תעברי אצלי בדרך החוצה לעבור על החוק עוד לא עברתי על המיילים שלי לעבור את הרחוב הוא עבר באדום שלמה שרת עובר זה עובר עבר כל גבול עב,draft_unverified
streetwise_match_a49186151008e1d6,streetwise_episode_b5e912c1e3d6b2f6,cclex_126a4885f0fce5d1,Red,נראה לי,secondo me / mi sembra,normalized_hebrew_phrase,medium,ע ב ר היא לא יודעת מה עובר עליי מה עובר עלייך עליך מי יודע מה עבר עליי מה עבר עליך נראה לי עובר עליו משהו הזמן עובר לאט הזמן עובר זמנך עבר הזמן עבר לעבור מאנדרואיד לאייפון תעברו לי...,draft_unverified
streetwise_match_cb08ee39a7a17425,streetwise_episode_b5e912c1e3d6b2f6,cclex_efc4b79c8c6d2e78,Indigo,לעבור על החוק,violare la legge,exact_lexical_entry,high,Laavor al ha-chok – To break the law – לעבור על החוק,draft_unverified
streetwise_match_62e64edafdbf35f3,streetwise_episode_cd86dbf4cfd560a5,cclex_44172ec93915a6f9,Yellow,עבר,passato,exact_lexical_entry,high,Avar – Past tense – עבר,draft_unverified
streetwise_match_e4f9d1f7e7dfa51d,streetwise_episode_93f510d3af543eba,cclex_f73d4b5cff8c4899,Blue,להאשים,accusare; imputare,exact_lexical_entry,high,Leha'ashim – to accuse – להאשים,draft_unverified
streetwise_match_ec90e17a296bc694,streetwise_episode_93f510d3af543eba,cclex_4a52f0db30c2c13e,Blue,אשמה,colpa (f.); senso di colpa,exact_lexical_entry,high,"Ashma – Blame, fault, charge – אשמה",draft_unverified
streetwise_match_2dd45e952097b9ed,streetwise_episode_93f510d3af543eba,cclex_3529e608fa1be6f1,Dark Green,אשמה,colpa; senso di colpa,exact_lexical_entry,high,"Ashma – Blame, fault, charge – אשמה",draft_unverified
streetwise_match_2a59cd049ce4952c,streetwise_episode_52c9c7496bbfaf7b,cclex_83b64c2e4915e78d,Red,עוגה,torta,exact_lexical_entry,high,ooGA – Cake – עוגה,draft_unverified
streetwise_match_20191be4b855ceee,streetwise_episode_f9e478d5f8929de6,cclex_6edbff9db0ebb320,Orange,קודם,prima,exact_lexical_entry,high,Kodem – Before – קודם,draft_unverified
streetwise_match_f2a930cecc513138,streetwise_episode_f9e478d5f8929de6,cclex_db087b9c21bb3233,Turquoise,קדימה,go venire on,exact_lexical_entry,high,"Kadima – Forward, onward – קדימה",draft_unverified
streetwise_match_162fa8f7e188105b,streetwise_episode_8a2cd89cfbec824b,cclex_13ad7d97f9296b8c,Lime,אתה הולך,tu (m.) - presente di andare,normalized_hebrew_phrase,medium,...קדימו תקדימו את התורים שלכם שנקדים הישיבה הפגישה הוקדמה לא אמרו לך הטיסה הוקדמה בעשר דקות אתה הולך לישון מוקדם גילוי מוקדם גילוי מוקדם של סרטן השד יכול להציל חיים במוקדם או במאוחר הקד,draft_unverified
streetwise_match_ff729e535b4f9e59,streetwise_episode_2fe66dfe7d77089d,cclex_2f1fa2ab4faddaa5,Lime,אני רוצה,io (m.) - presente di volere,normalized_hebrew_phrase,medium,...ידום דיגיטלי קידום בגוגל קידום עצמי אתה חייב לקדם אורגנית את האתר שלך לקדם את תהליך השלום אני רוצה לקדם בברכה את תוכן מקודם פוסט מקודם ציוץ מקודם היא קודמה לתפקיד בכיר הוא קודם לתפקיד,draft_unverified
streetwise_match_4bd5833359ed30cc,streetwise_episode_65218f858215cc01,cclex_ab491df48994e40c,Lime,אני רואה,io (m.) - presente di vedere,normalized_hebrew_phrase,medium,תתקדם קדמ קדמ מתקדם יואל מסמן שכדאי להתקדם לעברן תתקדם תתקדם אתה רואה אותי אני רואה אותך נו איך זה מתקדם קורס מתקדם רמת מתחילים רמה בינונית רמת מתקדמים התקדם ל תתקדם לי בואו...,draft_unverified
streetwise_match_b4a8afbf423df54e,streetwise_episode_41a0b64bfd3abd3e,cclex_184d89a34b0c6dbe,Yellow,מנה,dish course portion,exact_lexical_entry,high,"Mana – Portion, dose – מנה",draft_unverified
streetwise_unmatched_8e58f73e93ad9398,streetwise_episode_32e761220d039973,,,,,unmatched_hebrew_page,low,Lits'hok – To laugh – לצחוק,source_only
streetwise_match_ab4a61a43bb35184,streetwise_episode_96d164cee6ac7024,cclex_50d4729aeac1c3ec,Lime,הוא עושה,lui - presente di fare,normalized_hebrew_phrase,medium,...צחוק הגורל הוא היה מנהל בנק ועכשיו הוא בכלא לעשות צחוק מעבודה אתה עושה צחוק מעבודה מה זה הוא עושה צחוק את עושה מעצמך צחוק בצחוק סתם בצחוק די נו בצחוק נשפכנו מצחוק שופך מצחוק מת מצחוק ,draft_unverified
streetwise_match_b170527420df7ed5,streetwise_episode_96d164cee6ac7024,cclex_28733a7d76e1789b,Lime,את עושה,tu (f.) - presente di fare,normalized_hebrew_phrase,medium,...א היה מנהל בנק ועכשיו הוא בכלא לעשות צחוק מעבודה אתה עושה צחוק מעבודה מה זה הוא עושה צחוק את עושה מעצמך צחוק בצחוק סתם בצחוק די נו בצחוק נשפכנו מצחוק שופך מצחוק מת מצחוק נקרע מצחוק צח,draft_unverified
streetwise_unmatched_618cc156760e4203,streetwise_episode_1af15b3e473fdb33,,,,,unmatched_hebrew_page,low,"The Hebrew word שרוף means burnt, and its root takes us on an exciting semantic road trip. Guy covers everything from a burning sensation to diehard football fans, seared vegetable",source_only
streetwise_match_5657d4cb97d7aba6,streetwise_episode_c8333f2b18be9e61,cclex_bec855f13f6c1a8b,Red,קטן,piccolo,exact_lexical_entry,high,Katan – Small – קטן,draft_unverified
streetwise_match_f3de9cd7244a19c5,streetwise_episode_c8333f2b18be9e61,cclex_ef721a885d2aaba6,Purple,בקטנה,niente di grave; non è importante,exact_lexical_entry,high,"Ba-ktana – A bit, small size of something – בקטנה",draft_unverified
streetwise_match_1d5efcdc41250e92,streetwise_episode_8dcdb84e31b02c7b,cclex_e6ff1c93d6675c9d,Blue,לסבול,soffrire; patire,exact_lexical_entry,high,Lisbol – To suffer – לסבול,draft_unverified
streetwise_unmatched_279c66be1f60278c,streetwise_episode_0611c41b119130cb,,,,,unmatched_hebrew_page,low,"Is it okay to save an open parking spot for someone, shooing away other drivers? Well, that's what many Tel-Avivim do. It's called לשמור חניה, and it happens all the time.",source_only
streetwise_unmatched_595af8e8e56eacec,streetwise_episode_36bed2333587d558,,,,,unmatched_hebrew_page,low,"The Hebrew words שומר, משמרת, שמירה, משמר, all come from the same shoresh, שמר. On this episode, Guy continues where he left off in the previous episode with the shoresh שמר and, a",source_only
streetwise_unmatched_5d1e2974f835d3b0,streetwise_episode_d7302ca4f696d366,,,,,unmatched_hebrew_page,low,"The Hebrew word שימור (shimur) is an interesting one. We use שימור to say canned goods, the preservation of historic buildings, and even customer retention. Guy explains.",source_only
streetwise_unmatched_72d91788991cd98e,streetwise_episode_5038cd1f80379b37,,,,,unmatched_hebrew_page,low,"In Hebrew, שירה means singing. It can also be used to mean poetry. It depends on the context. On this episode, Guy reviews the words that stem from the root ש/י/ר and several well-",source_only
streetwise_match_467e22b4927c76e7,streetwise_episode_ce5e4a627bfaa7fd,cclex_a6532b10229f2754,Turquoise,לאמץ את,adottare,normalized_hebrew_phrase,medium,...ה שאני אוהב אותך יש לך אומץ לעשות משהו אין לי אומץ מבחן אומץ אמיץ אמיצה מאמץ אחרון להפסיק לאמץ את הקול אימוץ כלבים לאמץ כלבים בנאדם תתאמץ להתאמץ אל תתאמץ תתאמצי תתאמצו פריסטייל מה שבא,draft_unverified
streetwise_match_f7645f01b072f997,streetwise_episode_ce5e4a627bfaa7fd,cclex_8706223b2c730642,Indigo,לאמץ את...,adottare,normalized_hebrew_phrase,medium,...ה שאני אוהב אותך יש לך אומץ לעשות משהו אין לי אומץ מבחן אומץ אמיץ אמיצה מאמץ אחרון להפסיק לאמץ את הקול אימוץ כלבים לאמץ כלבים בנאדם תתאמץ להתאמץ אל תתאמץ תתאמצי תתאמצו פריסטייל מה שבא,draft_unverified
streetwise_unmatched_6e56c397257f9471,streetwise_episode_8f46b9fd113f0564,,,,,unmatched_hebrew_page,low,"""Tamid ohev, tamid nifga"" – He always loves, he always gets hurt – תמיד אוהב, תמיד נפגע",source_only
streetwise_match_6b811e52cfae2c35,streetwise_episode_f0ea9aa2a2a479a5,cclex_0496e9dc6f47b7d5,Orange,מאה אחוז,cento per cento,normalized_hebrew_phrase,medium,...נפגע נפגע נפגעים יש נפגעים מתחילת השנה הנוכחית נפגעו כ רוכבי אופניים וקורקינטיים חשמליים מאה אחוז מהנפגעים שנפגעו קשה עם חבלת ראש קשה לא חבשו קסדה האם סם האקסטזי יכול לסייע בטיפול בנפ,draft_unverified
streetwise_unmatched_a1a3f1d45b0f118b,streetwise_episode_6d73056571265d66,,,,,unmatched_hebrew_page,low,"On this episode, Guy covers the verb לפגוע (lifgo'a), meaning to hurt, and its usage in everyday Hebrew.",source_only
streetwise_match_759023f0060c9e35,streetwise_episode_72bbe703ac91a497,cclex_6b83275126ad38a4,Red,אחת וחצי,l'una e mezza,normalized_hebrew_phrase,medium,...כון מצויין תודה רבה מחוזק פיצה מחוזקת פיצה משפחתית לבצק החדש הוסיפו עגבניות מיובשות חיזקו אחת וחצי בצוהוריים זו שעה לגיטימית לקפה מחוזק נכון חוזר בתשובה הרכב התחזק הוא התחזק השקל התחז,draft_unverified
streetwise_match_197a7bf22ca891c6,streetwise_episode_eef7b9459d08e4e2,cclex_7afff671901b0c1c,Red,אף אחד לא,nessuno,normalized_hebrew_phrase,medium,...מחזיקה מעצמה הוא מחזיק מעצמו מינימום אלוהים אני לא מחזיק ממנו מי יודע מה להחזיק מישהו קצר אף אחד לא מחזיק אותך פה בכוח מחזיק מפתחות מחזיקי מפתחות איך להכין מחזיקי מפתחות בצורת פירות ה,draft_unverified
streetwise_unmatched_49af8038bb782ac2,streetwise_episode_a1f66e7c7a469b27,,,,,unmatched_hebrew_page,low,"Israelis sometimes use a single word to review a movie or tv series: ""!חזק"" In Hebrew, חזק (pronounced",source_only
streetwise_match_5a665815f4d82bfa,streetwise_episode_048ed0b0ad213320,cclex_8c5b43e0c5976483,Red,עוד לא,non ancora,normalized_hebrew_phrase,medium,...אותי המשטרה סתם מחפשת אותי חפש אותי בראשון המשטרה עורכת חיפושים אחריו אני עדיין בחיפושים עוד לא מצאתי כלום,draft_unverified
streetwise_match_fbf40bcfa4a9e2b3,streetwise_episode_048ed0b0ad213320,cclex_ea360e7b08e69efa,Lime,לחפש,cercare,exact_lexical_entry,high,"Lechapes – To search for, to look for – לחפש",draft_unverified
streetwise_match_0830fdf678084d86,streetwise_episode_20f510a5a7d8459a,cclex_3a25c80dc5c2cde9,Orange,לנסוע,viaggiare,exact_lexical_entry,high,Linso'a – To travel – לנסוע,draft_unverified
streetwise_match_8a93cec36f43a0f8,streetwise_episode_20f510a5a7d8459a,cclex_9b5b1e6bbdc1a006,Blue,לנסות,provare; cercare; tentare,exact_lexical_entry,high,"The Hebrew word לנסות,",draft_unverified
streetwise_match_43fefa8d3ef42378,streetwise_episode_20f510a5a7d8459a,cclex_1d05daf919e6ede9,Lime,לנסות,provare,exact_lexical_entry,high,"The Hebrew word לנסות,",draft_unverified
streetwise_match_8f50d622511660a0,streetwise_episode_20f510a5a7d8459a,cclex_325ac9f804c9cbd5,Dark Green,ניסיון,esperienza,exact_lexical_entry,high,"Nisayon – Experience, attempt, test trial – ניסיון",draft_unverified
streetwise_match_d6eda4adbcfbfe5f,streetwise_episode_20f510a5a7d8459a,cclex_f2fcc08c43e79c18,Dark Green,לנסוע,viaggiare,exact_lexical_entry,high,Linso'a – To travel – לנסוע,draft_unverified
streetwise_match_a8efc2527c583cf5,streetwise_episode_20f510a5a7d8459a,cclex_2834a91c0f52f905,Dark Green,לנסות,provare,exact_lexical_entry,high,"The Hebrew word לנסות,",draft_unverified
streetwise_match_a925c141909fc034,streetwise_episode_20f510a5a7d8459a,cclex_cfa9016448a5d27d,Indigo,ניסיון,esperienza,exact_lexical_entry,high,"Nisayon – Experience, attempt, test trial – ניסיון",draft_unverified
streetwise_match_fc7d77fa9b47c3f0,streetwise_episode_20f510a5a7d8459a,cclex_a658c31a1db42254,Purple,מנוסה,esperto; navigato; con esperienza,exact_lexical_entry,high,"Menuse/menusa – Experienced, seasoned – מנוסה",draft_unverified
