"status","flags","citizen_level","citizen_color","deck","source_deck","source","source_file","source_row","front","back","front_original","back_original"
"review","translation_to_review","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","470","בעצמי","traduzione da rivedere","בעצמי","traduzione da rivedere"
"review","translation_to_review","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","475","לכעוס על","traduzione da rivedere","לכעוס על","traduzione da rivedere"
"review","translation_to_review","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","476","מת\העל","traduzione da rivedere","מת\העל","traduzione da rivedere"
"review","translation_to_review","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","478","אסור","traduzione da rivedere","אסור","traduzione da rivedere"
"review","translation_to_review","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","479","מותר","traduzione da rivedere","מותר","traduzione da rivedere"
"review","translation_to_review","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","482","צריך...","traduzione da rivedere","צריך...","traduzione da rivedere"
"review","translation_to_review","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","483","להירגע","traduzione da rivedere","להירגע","traduzione da rivedere"
"review","translation_to_review","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","484","מזווד ה","traduzione da rivedere","מזווד ה","traduzione da rivedere"
"ok_candidate","","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","485","זיכרון","memoria / ricordo","זיכרון","memoria / ricordo"
"ok_candidate","","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","486","מגבת","asciugamano","מגבת","asciugamano"
"ok_candidate","","7","lime","Lime","LIME 8:30","verified_tabular","quizlet_batch_audit_originali.csv","487","כדי + שם פועל","per / al fine di","כדי + שם פועל","per / al fine di"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","489","אנחנו נוכל","noi - futuro di potere","אנחנו נוכל","noi - futuro di potere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","490","אניאשלח","io - futuro di mandare","אניאשלח","io - futuro di mandare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","491","היאתרצה","lei - futuro di volere","היאתרצה","lei - futuro di volere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","492","הםמקליטים","loro (m.) - presente di registrare","הםמקליטים","loro (m.) - presente di registrare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","494","אנחנומדליקים","noi (m.) - presente di accendere","אנחנומדליקים","noi (m.) - presente di accendere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","495","אניחשבת י","io - passato di pensare","אניחשבת י","io - passato di pensare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","496","הןילכו/הם","loro - futuro di andare","הןילכו/הם","loro - futuro di andare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","497","אנחנומצליחים","noi (m.) - passato di riuscire","אנחנומצליחים","noi (m.) - passato di riuscire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","498","אנחנו זוכר ים","noi (m.) - presente di ricordare","אנחנו זוכר ים","noi (m.) - presente di ricordare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","499","אתתרד י","tu (f.) - futuro di scendere","אתתרד י","tu (f.) - futuro di scendere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","500","הןיאמינו/הם","loro - futuro di credere","הןיאמינו/הם","loro - futuro di credere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","501","אנחנונזוז","noi - futuro di muoversi","אנחנונזוז","noi - futuro di muoversi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","503","אתםחיכית ם","voi (m.) - passato di aspettare","אתםחיכית ם","voi (m.) - passato di aspettare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","504","אניאשתוק","io - futuro di tacere","אניאשתוק","io - futuro di tacere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","505","הן עומדות","loro (f.) - presente di stare in piedi","הן עומדות","loro (f.) - presente di stare in piedi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","506","הוא יודע","lui - presente di sapere / conoscere","הוא יודע","lui - presente di sapere / conoscere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","507","הןיד עו/הם","loro - passato di sapere / conoscere","הןיד עו/הם","loro - passato di sapere / conoscere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","508","היא אוהבת","lei - presente di amare","היא אוהבת","lei - presente di amare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","509","הם רואים","loro (m.) - presente di vedere","הם רואים","loro (m.) - presente di vedere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","510","אניאכין","io - futuro di preparare","אניאכין","io - futuro di preparare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","511","אניאפסיק","io - futuro di fermarsi / smettere","אניאפסיק","io - futuro di fermarsi / smettere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","512","אניאהיה","io - futuro di essere","אניאהיה","io - futuro di essere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","514","היאהזמינה","lei - passato di ordinare / invitare","היאהזמינה","lei - passato di ordinare / invitare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","515","אתהתחזור","tu (m.) - futuro di ripetere / tornare","אתהתחזור","tu (m.) - futuro di ripetere / tornare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","516","אתןלמדת ן","voi (f.) - passato di studiare","אתןלמדת ן","voi (f.) - passato di studiare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","517","אתןדאגת ן","voi (f.) - passato di preoccuparsi","אתןדאגת ן","voi (f.) - passato di preoccuparsi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","518","אנחנונשתוק","noi - futuro di tacere","אנחנונשתוק","noi - futuro di tacere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","519","הןירגישו/הם","loro - futuro di sentirsi","הןירגישו/הם","loro - futuro di sentirsi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","520","אנחנו שולחות","noi (f.) - presente di mandare","אנחנו שולחות","noi (f.) - presente di mandare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","521","הןיחכו/הם","loro - futuro di aspettare","הןיחכו/הם","loro - futuro di aspettare"
"review","translation_to_review","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","522","אתן קור אות","traduzione da rivedere","אתן קור אות","traduzione da rivedere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","523","אתה עולה","tu (m.) - presente di salire / costare","אתה עולה","tu (m.) - presente di salire / costare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","524","אנחנולקחנו","noi - passato di prendere","אנחנולקחנו","noi - passato di prendere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","525","אתההעדפת","tu (m.) - passato di preferire","אתההעדפת","tu (m.) - passato di preferire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","526","אתהתאחר","tu (m.) - futuro di fare tardi","אתהתאחר","tu (m.) - futuro di fare tardi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","527","אתםמפסיקים","voi (m.) - presente di fermarsi / smettere","אתםמפסיקים","voi (m.) - presente di fermarsi / smettere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","528","הואחשב","lui - passato di pensare","הואחשב","lui - passato di pensare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","529","אתם יוצאים","voi (m.) - presente di uscire","אתם יוצאים","voi (m.) - presente di uscire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","530","אתפינית","tu (f.) - passato di liberare / sgomberare","אתפינית","tu (f.) - passato di liberare / sgomberare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","531","הןעלו/הם","loro - passato di salire / costare","הןעלו/הם","loro - passato di salire / costare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","532","אניאלמד","io - futuro di studiare","אניאלמד","io - futuro di studiare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","533","היאמכבה","lei - presente di spegnere","היאמכבה","lei - presente di spegnere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","534","אתהצדקת","tu (m.) - passato di avere ragione","אתהצדקת","tu (m.) - passato di avere ragione"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","535","אתןהזמנת ן","voi (f.) - passato di ordinare / invitare","אתןהזמנת ן","voi (f.) - passato di ordinare / invitare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","536","אניאקווה","io - futuro di sperare","אניאקווה","io - futuro di sperare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","537","הואהזמין","lui - passato di ordinare / invitare","הואהזמין","lui - passato di ordinare / invitare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","538","אנחנונקליט","noi - futuro di registrare","אנחנונקליט","noi - futuro di registrare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","539","הןכיבו/הם","loro - passato di spegnere","הןכיבו/הם","loro - passato di spegnere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","540","אתןאהבת ן","voi (f.) - passato di amare","אתןאהבת ן","voi (f.) - passato di amare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","542","את שולחת","tu (f.) - presente di mandare","את שולחת","tu (f.) - presente di mandare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","543","הואהלך","lui - passato di andare","הואהלך","lui - passato di andare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","544","היאמצלמת","lei - presente di fotografare","היאמצלמת","lei - presente di fotografare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","545","היאתכיר","lei - futuro di conoscere","היאתכיר","lei - futuro di conoscere"
"review","translation_to_review","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","546","אנחנונכנס","traduzione da rivedere","אנחנונכנס","traduzione da rivedere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","547","אנחנונפגשנו","noi - passato di incontrarsi con","אנחנונפגשנו","noi - passato di incontrarsi con"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","548","אתןמצליחות","voi (f.) - passato di riuscire","אתןמצליחות","voi (f.) - passato di riuscire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","549","אתהתעלה","tu (m.) - futuro di salire / costare","אתהתעלה","tu (m.) - futuro di salire / costare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","550","אנחנונשב","noi - futuro di sedersi","אנחנונשב","noi - futuro di sedersi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","551","היאקבלה","lei - passato di ricevere","היאקבלה","lei - passato di ricevere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","552","אתמצליחה","tu (f.) - passato di riuscire","אתמצליחה","tu (f.) - passato di riuscire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","553","אתמפסיקה","tu (f.) - presente di fermarsi / smettere","אתמפסיקה","tu (f.) - presente di fermarsi / smettere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","554","אניאקר א","io - futuro di leggere","אניאקר א","io - futuro di leggere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","555","אנימחכה","io (m.) - presente di aspettare","אנימחכה","io (m.) - presente di aspettare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","556","אתהאישרת","tu (m.) - passato di confermare","אתהאישרת","tu (m.) - passato di confermare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","557","אניחיפשת י","io - passato di cercare","אניחיפשת י","io - passato di cercare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","558","אנחנוננקה","noi - futuro di pulire","אנחנוננקה","noi - futuro di pulire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","559","הוא עולה","lui - presente di salire / costare","הוא עולה","lui - presente di salire / costare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","560","אנחנו זורמים","noi (m.) - presente di fluire","אנחנו זורמים","noi (m.) - presente di fluire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","562","אנחנוננשנש","noi - futuro di fare uno spuntino","אנחנוננשנש","noi - futuro di fare uno spuntino"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","563","אנחנונישאר","noi - futuro di rimanere / restare","אנחנונישאר","noi - futuro di rimanere / restare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","564","אני הולכת","io (f.) - presente di andare","אני הולכת","io (f.) - presente di andare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","565","הםמסיימם","loro (m.) - presente di finire","הםמסיימם","loro (m.) - presente di finire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","566","הןחיכו/הם","loro - passato di aspettare","הןחיכו/הם","loro - passato di aspettare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","567","אתןתלכו/אתם","voi - futuro di andare","אתןתלכו/אתם","voi - futuro di andare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","568","אניאחזור","io - futuro di ripetere / tornare","אניאחזור","io - futuro di ripetere / tornare"
"review","translation_language_mixed","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","569","אנחנונסתד ר","noi - futuro di cavarsela / riuscire a gestire","אנחנונסתד ר","noi - futuro di cavarsela / riuscire a gestire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","570","אנחנומבינות","noi (f.) - presente di capire","אנחנומבינות","noi (f.) - presente di capire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","572","היאנתנה","lei - passato di dare","היאנתנה","lei - passato di dare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","573","אנחנו אוהבות","noi (f.) - presente di amare","אנחנו אוהבות","noi (f.) - presente di amare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","574","הןיסיימו/הם","loro - futuro di finire","הןיסיימו/הם","loro - futuro di finire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","575","אנימזמין","io (m.) - presente di ordinare / invitare","אנימזמין","io (m.) - presente di ordinare / invitare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","576","אתהמרגיש","tu (m.) - presente di sentirsi","אתהמרגיש","tu (m.) - presente di sentirsi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","577","אנינתת י","io - passato di dare","אנינתת י","io - passato di dare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","578","אנחנונקום","noi - futuro di alzarsi","אנחנונקום","noi - futuro di alzarsi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","579","אתןזזת ן","voi (f.) - passato di muoversi","אתןזזת ן","voi (f.) - passato di muoversi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","580","אניאאמן","io - futuro di allenarsi","אניאאמן","io - futuro di allenarsi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","581","אנישמה","io (f.) - presente di mettere","אנישמה","io (f.) - presente di mettere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","582","אתןתצד קו/אתם","voi - futuro di avere ragione","אתןתצד קו/אתם","voi - futuro di avere ragione"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","583","הןיצאו/הם","loro - futuro di uscire","הןיצאו/הם","loro - futuro di uscire"
"review","translation_to_review","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","584","את שותקת","traduzione da rivedere","את שותקת","traduzione da rivedere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","585","אתהת יקנת","tu (m.) - passato di riparare / sistemare","אתהת יקנת","tu (m.) - passato di riparare / sistemare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","586","אנימצליח","io (m.) - passato di riuscire","אנימצליח","io (m.) - passato di riuscire"
"review","translation_to_review","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","587","אתהנזהר","traduzione da rivedere","אתהנזהר","traduzione da rivedere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","588","אנחנונתרגש","noi - futuro di essere emozionato","אנחנונתרגש","noi - futuro di essere emozionato"
"review","translation_to_review","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","589","אתהנכנסת","traduzione da rivedere","אתהנכנסת","traduzione da rivedere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","590","אנחנומעדכנים","noi (m.) - presente di aggiornare","אנחנומעדכנים","noi (m.) - presente di aggiornare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","591","לשכוח","dimenticare (infinito)","לשכוח","dimenticare (infinito)"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","592","הןהבינו/הם","loro - passato di capire","הןהבינו/הם","loro - passato di capire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","593","הואאישר","lui - passato di confermare","הואאישר","lui - passato di confermare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","594","הואקר א","lui - passato di leggere","הואקר א","lui - passato di leggere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","595","היאהרגישה","lei - passato di sentirsi","היאהרגישה","lei - passato di sentirsi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","596","אנחנונטוס","noi - futuro di volare","אנחנונטוס","noi - futuro di volare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","597","היאהקשיבה","lei - passato di ascoltare / fare attenzione","היאהקשיבה","lei - passato di ascoltare / fare attenzione"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","598","אנחנומפסיקים","noi (m.) - presente di fermarsi / smettere","אנחנומפסיקים","noi (m.) - presente di fermarsi / smettere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","599","אתהד יברת","tu (m.) - passato di parlare","אתהד יברת","tu (m.) - passato di parlare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","600","אתםאימנת ם","voi (m.) - passato di allenarsi","אתםאימנת ם","voi (m.) - passato di allenarsi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","601","אניאעבוד","io - futuro di lavorare","אניאעבוד","io - futuro di lavorare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","602","אתה יודע","tu (m.) - presente di sapere / conoscere","אתה יודע","tu (m.) - presente di sapere / conoscere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","603","היאנפגשה","lei - passato di incontrarsi con","היאנפגשה","lei - passato di incontrarsi con"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","604","אתמפנה","tu (f.) - presente di liberare / sgomberare","אתמפנה","tu (f.) - presente di liberare / sgomberare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","605","אתםקר את ם","voi (m.) - passato di leggere","אתםקר את ם","voi (m.) - passato di leggere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","606","אתם עושים","voi (m.) - presente di fare","אתם עושים","voi (m.) - presente di fare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","607","אנחנונדאג","noi - futuro di preoccuparsi","אנחנונדאג","noi - futuro di preoccuparsi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","608","אתןמצלמות","voi (f.) - presente di fotografare","אתןמצלמות","voi (f.) - presente di fotografare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","610","אניאחשוב","io - futuro di pensare","אניאחשוב","io - futuro di pensare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","611","אתם יושבים","voi (m.) - presente di sedersi","אתם יושבים","voi (m.) - presente di sedersi"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","612","את חושבת","tu (f.) - presente di pensare","את חושבת","tu (f.) - presente di pensare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","613","אתהידעת","tu (m.) - passato di sapere / conoscere","אתהידעת","tu (m.) - passato di sapere / conoscere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","615","אתןתחפשו/אתם","voi - futuro di cercare","אתןתחפשו/אתם","voi - futuro di cercare"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","616","אניאעד יף","io - futuro di preferire","אניאעד יף","io - futuro di preferire"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","617","היאשתת ה","lei - passato di bere","היאשתת ה","lei - passato di bere"
"review","translation_to_review","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","618","הואייכנס","traduzione da rivedere","הואייכנס","traduzione da rivedere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","619","אתןהיית ן","voi (f.) - passato di essere","אתןהיית ן","voi (f.) - passato di essere"
"ok_candidate","","7","lime","Lime","Hebrew Verbs (Lime level)","verified_tabular","quizlet_batch_audit_originali.csv","621","הןזכרו/הם","loro - passato di ricordare","הןזכרו/הם","loro - passato di ricordare"
